scenario_id,contingency_id,contingency_type,element_table,element_index,load_scale,phase_a_factor,phase_b_factor,phase_c_factor,pv_scale,bess_p_discharge_mw,converged,min_vm_pu,max_vm_pu,max_vuf_percent,max_line_loading_percent,unserved_load_mw,critical_unserved_load_mw,voltage_low_violation,voltage_high_violation,loading_violation,vuf_violation,non_convergence_violation,service_loss_violation,critical_service_loss_violation,violation_label,severity_score
bess_charging,bess_trip,bess_trip,bess_pair,bess_static_setpoint,0.95,1.0,1.0,1.0,0.75,-0.009,True,0.9817500192191777,1.0012983214214872,0.21490963293491158,41.714855715826054,0.0,0.0,False,False,False,False,False,False,False,False,0.0
bess_charging,pcc_outage,pcc_outage,ext_grid,0,0.95,1.0,1.0,1.0,0.75,-0.009,False,,,,,0.0736,0.03465,False,False,False,False,True,True,True,True,1.0
stress_unbalance,line_0_out,line_outage,line,0,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.13072,0.04968,False,False,False,False,False,True,True,True,1.0
stress_unbalance,line_1_out,line_outage,line,1,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.09856000000000001,0.04968,False,False,False,False,False,True,True,True,1.0
stress_unbalance,line_2_out,line_outage,line,2,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.03216,0.0,False,False,False,False,False,True,False,True,1.0
stress_unbalance,line_3_out,line_outage,line,3,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9172233940688562,1.000418240682994,1.394164712118817,144.87068146522083,0.0,0.0,True,False,True,False,False,False,False,True,0.4487068146522082
stress_unbalance,line_6_out,line_outage,line,6,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.01752,0.0,False,False,False,False,False,True,False,True,0.876
stress_unbalance,line_7_out,line_outage,line,7,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.019520000000000003,0.019520000000000003,False,False,False,False,False,True,True,True,1.0
stress_unbalance,pv_0_trip,pv_trip,asymmetric_sgen,0,1.6,0.75,1.85,0.85,0.1,0.0,True,0.917223397460334,1.0004182407773883,1.3941647088255362,144.87064629332053,0.0,0.0,True,False,True,False,False,False,False,True,0.4487064629332054
stress_unbalance,pv_1_trip,pv_trip,asymmetric_sgen,1,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9172025628767573,1.000421967694822,1.3920699458847008,144.87549634063802,0.0,0.0,True,False,True,False,False,False,False,True,0.4487549634063803
stress_unbalance,pv_2_trip,pv_trip,asymmetric_sgen,2,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9168040478589332,1.0004211429701693,1.3979557613141553,145.28122772198944,0.0,0.0,True,False,True,False,False,False,False,True,0.45281227721989437
stress_unbalance,bess_trip,bess_trip,bess_pair,bess_static_setpoint,1.6,0.75,1.85,0.85,0.1,0.0,True,0.9171605907521183,1.0004207396813192,1.3959220196369218,144.8841034020499,0.0,0.0,True,False,True,False,False,False,False,True,0.44884103402049913
stress_unbalance,pcc_outage,pcc_outage,ext_grid,0,1.6,0.75,1.85,0.85,0.1,0.0,False,,,,,0.13072,0.04968,False,False,False,False,True,True,True,True,1.0
